date,state,district,pincode,demo_age_5_17,demo_age_17_
01-03-2025,Maharashtra,Mumbai Suburban,400065,28,436
01-03-2025,Maharashtra,Mumbai Suburban,400095,117,1093
01-04-2025,Maharashtra,Mumbai Suburban,400080,93,859
01-05-2025,Maharashtra,Mumbai Suburban,400043,297,1722
01-03-2025,Maharashtra,Mumbai Suburban,400024,18,205
01-03-2025,Maharashtra,Mumbai Suburban,400064,78,595
01-03-2025,Maharashtra,Mumbai Suburban,400094,33,217
01-03-2025,Maharashtra,Mumbai Suburban,400055,36,465
01-03-2025,Maharashtra,Mumbai Suburban,400054,29,388
01-03-2025,Maharashtra,Mumbai Suburban,400042,23,354
01-03-2025,Maharashtra,Mumbai Suburban,400066,66,841
01-03-2025,Maharashtra,Mumbai Suburban,400050,28,404
01-03-2025,Maharashtra,Mumbai Suburban,400075,29,576
01-03-2025,Maharashtra,Mumbai Suburban,400063,39,475
01-03-2025,Maharashtra,Mumbai Suburban,400069,33,303
01-06-2025,Maharashtra,Mumbai Suburban,400070,157,891
01-06-2025,Maharashtra,Mumbai Suburban,400101,136,1301
01-07-2025,Maharashtra,Mumbai Suburban,400070,210,1118
01-07-2025,Maharashtra,Mumbai Suburban,400097,195,1597
01-09-2025,Maharashtra,Mumbai Suburban,400042,0,3
01-09-2025,Maharashtra,Mumbai Suburban,400055,0,12
01-09-2025,Maharashtra,Mumbai Suburban,400079,0,5
01-09-2025,Maharashtra,Mumbai Suburban,400083,1,8
01-09-2025,Maharashtra,Mumbai Suburban,400089,0,12
01-09-2025,Maharashtra,Mumbai Suburban,400098,1,4
01-09-2025,Maharashtra,Mumbai Suburban,400101,3,24
02-09-2025,Maharashtra,Mumbai Suburban,400058,3,33
02-09-2025,Maharashtra,Mumbai Suburban,400074,0,16
02-09-2025,Maharashtra,Mumbai Suburban,400080,3,18
02-09-2025,Maharashtra,Mumbai Suburban,400094,2,13
02-09-2025,Maharashtra,Mumbai Suburban,400099,1,15
04-09-2025,Maharashtra,Mumbai Suburban,400024,0,4
04-09-2025,Maharashtra,Mumbai Suburban,400029,0,5
04-09-2025,Maharashtra,Mumbai Suburban,400053,0,14
04-09-2025,Maharashtra,Mumbai Suburban,400056,0,7
04-09-2025,Maharashtra,Mumbai Suburban,400058,0,15
04-09-2025,Maharashtra,Mumbai Suburban,400059,1,14
04-09-2025,Maharashtra,Mumbai Suburban,400061,0,9
04-09-2025,Maharashtra,Mumbai Suburban,400089,0,5
04-09-2025,Maharashtra,Mumbai Suburban,400092,2,10
04-09-2025,Maharashtra,Mumbai Suburban,400099,1,13
04-09-2025,Maharashtra,Mumbai Suburban,400103,0,7
03-09-2025,Maharashtra,Mumbai Suburban,400043,10,61
03-09-2025,Maharashtra,Mumbai Suburban,400051,2,8
03-09-2025,Maharashtra,Mumbai Suburban,400054,0,6
03-09-2025,Maharashtra,Mumbai Suburban,400058,1,19
03-09-2025,Maharashtra,Mumbai Suburban,400066,0,11
03-09-2025,Maharashtra,Mumbai Suburban,400067,3,32
03-09-2025,Maharashtra,Mumbai Suburban,400092,2,28
03-09-2025,Maharashtra,Mumbai Suburban,400093,0,7
03-09-2025,Maharashtra,Mumbai Suburban,400094,3,8
06-09-2025,Maharashtra,Mumbai Suburban,400049,0,2
06-09-2025,Maharashtra,Mumbai Suburban,400051,7,19
06-09-2025,Maharashtra,Mumbai Suburban,400056,0,5
06-09-2025,Maharashtra,Mumbai Suburban,400057,0,6
06-09-2025,Maharashtra,Mumbai Suburban,400060,0,5
06-09-2025,Maharashtra,Mumbai Suburban,400069,1,9
06-09-2025,Maharashtra,Mumbai Suburban,400075,1,8
06-09-2025,Maharashtra,Mumbai Suburban,400076,0,11
06-09-2025,Maharashtra,Mumbai Suburban,400079,3,4
06-09-2025,Maharashtra,Mumbai Suburban,400080,3,21
06-09-2025,Maharashtra,Mumbai Suburban,400084,1,4
06-09-2025,Maharashtra,Mumbai Suburban,400093,0,11
06-09-2025,Maharashtra,Mumbai Suburban,400099,1,3
05-09-2025,Maharashtra,Mumbai Suburban,400049,0,2
05-09-2025,Maharashtra,Mumbai Suburban,400054,1,8
05-09-2025,Maharashtra,Mumbai Suburban,400057,0,6
05-09-2025,Maharashtra,Mumbai Suburban,400064,1,13
05-09-2025,Maharashtra,Mumbai Suburban,400066,0,12
05-09-2025,Maharashtra,Mumbai Suburban,400067,2,47
05-09-2025,Maharashtra,Mumbai Suburban,400069,0,8
05-09-2025,Maharashtra,Mumbai Suburban,400083,0,7
05-09-2025,Maharashtra,Mumbai Suburban,400086,2,10
05-09-2025,Maharashtra,Mumbai Suburban,400091,0,2
05-09-2025,Maharashtra,Mumbai Suburban,400092,3,21
05-09-2025,Maharashtra,Mumbai Suburban,400093,0,11
05-09-2025,Maharashtra,Mumbai Suburban,400097,3,33
05-09-2025,Maharashtra,Mumbai Suburban,400098,0,1
05-09-2025,Maharashtra,Mumbai Suburban,400103,1,10
08-09-2025,Maharashtra,Mumbai Suburban,400052,2,4
08-09-2025,Maharashtra,Mumbai Suburban,400058,1,16
08-09-2025,Maharashtra,Mumbai Suburban,400059,1,10
08-09-2025,Maharashtra,Mumbai Suburban,400060,1,10
08-09-2025,Maharashtra,Mumbai Suburban,400065,0,8
08-09-2025,Maharashtra,Mumbai Suburban,400067,1,22
08-09-2025,Maharashtra,Mumbai Suburban,400071,2,5
08-09-2025,Maharashtra,Mumbai Suburban,400075,0,9
08-09-2025,Maharashtra,Mumbai Suburban,400078,0,17
08-09-2025,Maharashtra,Mumbai Suburban,400084,0,3
08-09-2025,Maharashtra,Mumbai Suburban,400087,0,1
08-09-2025,Maharashtra,Mumbai Suburban,400101,0,19
08-09-2025,Maharashtra,Mumbai Suburban,400102,1,17
07-09-2025,Maharashtra,Mumbai Suburban,400052,1,4
07-09-2025,Maharashtra,Mumbai Suburban,400056,2,1
07-09-2025,Maharashtra,Mumbai Suburban,400059,3,4
07-09-2025,Maharashtra,Mumbai Suburban,400060,0,7
07-09-2025,Maharashtra,Mumbai Suburban,400061,1,1
07-09-2025,Maharashtra,Mumbai Suburban,400080,1,10
07-09-2025,Maharashtra,Mumbai Suburban,400084,0,2
07-09-2025,Maharashtra,Mumbai Suburban,400088,1,1
07-09-2025,Maharashtra,Mumbai Suburban,400089,0,5
07-09-2025,Maharashtra,Mumbai Suburban,400093,1,10
09-09-2025,Maharashtra,Mumbai Suburban,400042,0,6
09-09-2025,Maharashtra,Mumbai Suburban,400049,0,5
09-09-2025,Maharashtra,Mumbai Suburban,400051,1,14
09-09-2025,Maharashtra,Mumbai Suburban,400053,1,28
09-09-2025,Maharashtra,Mumbai Suburban,400055,0,12
09-09-2025,Maharashtra,Mumbai Suburban,400063,4,14
09-09-2025,Maharashtra,Mumbai Suburban,400067,3,44
09-09-2025,Maharashtra,Mumbai Suburban,400075,2,18
09-09-2025,Maharashtra,Mumbai Suburban,400080,0,26
09-09-2025,Maharashtra,Mumbai Suburban,400097,1,36
09-09-2025,Maharashtra,Mumbai Suburban,400101,3,36
09-09-2025,Maharashtra,Mumbai Suburban,400102,2,44
10-09-2025,Maharashtra,Mumbai Suburban,400029,0,3
10-09-2025,Maharashtra,Mumbai Suburban,400056,0,7
10-09-2025,Maharashtra,Mumbai Suburban,400061,0,15
10-09-2025,Maharashtra,Mumbai Suburban,400065,0,15
10-09-2025,Maharashtra,Mumbai Suburban,400075,1,13
10-09-2025,Maharashtra,Mumbai Suburban,400084,2,14
10-09-2025,Maharashtra,Mumbai Suburban,400093,3,11
10-09-2025,Maharashtra,Mumbai Suburban,400095,4,31
10-09-2025,Maharashtra,Mumbai Suburban,400099,1,10
10-09-2025,Maharashtra,Mumbai Suburban,400101,1,37
10-09-2025,Maharashtra,Mumbai Suburban,400102,2,28
10-09-2025,Maharashtra,Mumbai Suburban,400104,3,46
12-09-2025,Maharashtra,Mumbai Suburban,400043,12,56
12-09-2025,Maharashtra,Mumbai Suburban,400049,1,7
12-09-2025,Maharashtra,Mumbai Suburban,400051,1,24
12-09-2025,Maharashtra,Mumbai Suburban,400066,4,24
12-09-2025,Maharashtra,Mumbai Suburban,400067,8,66
12-09-2025,Maharashtra,Mumbai Suburban,400069,0,13
12-09-2025,Maharashtra,Mumbai Suburban,400070,5,42
12-09-2025,Maharashtra,Mumbai Suburban,400072,2,37
12-09-2025,Maharashtra,Mumbai Suburban,400080,2,26
12-09-2025,Maharashtra,Mumbai Suburban,400081,2,5
12-09-2025,Maharashtra,Mumbai Suburban,400095,2,23
12-09-2025,Maharashtra,Mumbai Suburban,400101,2,35
11-09-2025,Maharashtra,Mumbai Suburban,400029,0,3
11-09-2025,Maharashtra,Mumbai Suburban,400051,3,17
11-09-2025,Maharashtra,Mumbai Suburban,400055,1,14
11-09-2025,Maharashtra,Mumbai Suburban,400057,0,16
11-09-2025,Maharashtra,Mumbai Suburban,400059,2,17
11-09-2025,Maharashtra,Mumbai Suburban,400075,2,15
11-09-2025,Maharashtra,Mumbai Suburban,400077,1,12
11-09-2025,Maharashtra,Mumbai Suburban,400093,2,13
11-09-2025,Maharashtra,Mumbai Suburban,400094,1,3
11-09-2025,Maharashtra,Mumbai Suburban,400104,4,29
13-09-2025,Maharashtra,Mumbai Suburban,400054,0,15
13-09-2025,Maharashtra,Mumbai Suburban,400065,0,16
13-09-2025,Maharashtra,Mumbai Suburban,400070,11,37
13-09-2025,Maharashtra,Mumbai Suburban,400075,1,14
13-09-2025,Maharashtra,Mumbai Suburban,400076,2,12
13-09-2025,Maharashtra,Mumbai Suburban,400077,0,8
13-09-2025,Maharashtra,Mumbai Suburban,400084,0,9
13-09-2025,Maharashtra,Mumbai Suburban,400104,0,26
14-09-2025,Maharashtra,Mumbai Suburban,400049,1,2
14-09-2025,Maharashtra,Mumbai Suburban,400055,0,2
14-09-2025,Maharashtra,Mumbai Suburban,400066,0,15
14-09-2025,Maharashtra,Mumbai Suburban,400078,1,7
14-09-2025,Maharashtra,Mumbai Suburban,400083,1,10
15-09-2025,Maharashtra,Mumbai Suburban,400024,0,9
15-09-2025,Maharashtra,Mumbai Suburban,400029,0,1
15-09-2025,Maharashtra,Mumbai Suburban,400043,3,49
15-09-2025,Maharashtra,Mumbai Suburban,400052,0,6
15-09-2025,Maharashtra,Mumbai Suburban,400074,2,13
15-09-2025,Maharashtra,Mumbai Suburban,400075,2,13
15-09-2025,Maharashtra,Mumbai Suburban,400079,0,2
15-09-2025,Maharashtra,Mumbai Suburban,400081,0,6
15-09-2025,Maharashtra,Mumbai Suburban,400082,0,2
15-09-2025,Maharashtra,Mumbai Suburban,400083,1,17
15-09-2025,Maharashtra,Mumbai Suburban,400086,2,13
15-09-2025,Maharashtra,Mumbai Suburban,400091,0,3
15-09-2025,Maharashtra,Mumbai Suburban,400098,0,2
15-09-2025,Maharashtra,Mumbai Suburban,400101,4,29
17-09-2025,Maharashtra,Mumbai Suburban,400029,0,7
17-09-2025,Maharashtra,Mumbai Suburban,400056,1,10
17-09-2025,Maharashtra,Mumbai Suburban,400061,1,9
17-09-2025,Maharashtra,Mumbai Suburban,400067,5,46
17-09-2025,Maharashtra,Mumbai Suburban,400070,6,29
17-09-2025,Maharashtra,Mumbai Suburban,400071,7,28
17-09-2025,Maharashtra,Mumbai Suburban,400076,0,7
17-09-2025,Maharashtra,Mumbai Suburban,400079,0,6
17-09-2025,Maharashtra,Mumbai Suburban,400088,2,25
17-09-2025,Maharashtra,Mumbai Suburban,400095,7,33
16-09-2025,Maharashtra,Mumbai Suburban,400043,15,47
16-09-2025,Maharashtra,Mumbai Suburban,400050,1,18
16-09-2025,Maharashtra,Mumbai Suburban,400053,5,21
16-09-2025,Maharashtra,Mumbai Suburban,400054,0,11
16-09-2025,Maharashtra,Mumbai Suburban,400055,0,17
16-09-2025,Maharashtra,Mumbai Suburban,400072,8,42
16-09-2025,Maharashtra,Mumbai Suburban,400079,1,3
16-09-2025,Maharashtra,Mumbai Suburban,400094,1,0
16-09-2025,Maharashtra,Mumbai Suburban,400101,4,35
16-09-2025,Maharashtra,Mumbai Suburban,400103,2,8
18-09-2025,Maharashtra,Mumbai Suburban,400024,0,6
18-09-2025,Maharashtra,Mumbai Suburban,400042,0,6
18-09-2025,Maharashtra,Mumbai Suburban,400043,11,35
18-09-2025,Maharashtra,Mumbai Suburban,400050,0,15
18-09-2025,Maharashtra,Mumbai Suburban,400058,2,10
18-09-2025,Maharashtra,Mumbai Suburban,400065,0,5
18-09-2025,Maharashtra,Mumbai Suburban,400068,2,16
18-09-2025,Maharashtra,Mumbai Suburban,400076,0,6
18-09-2025,Maharashtra,Mumbai Suburban,400077,2,9
18-09-2025,Maharashtra,Mumbai Suburban,400088,3,24
18-09-2025,Maharashtra,Mumbai Suburban,400092,1,7
18-09-2025,Maharashtra,Mumbai Suburban,400099,0,5
19-09-2025,Maharashtra,Mumbai Suburban,400052,0,6
19-09-2025,Maharashtra,Mumbai Suburban,400058,2,26
19-09-2025,Maharashtra,Mumbai Suburban,400064,2,20
19-09-2025,Maharashtra,Mumbai Suburban,400069,1,9
19-09-2025,Maharashtra,Mumbai Suburban,400078,1,19
19-09-2025,Maharashtra,Mumbai Suburban,400084,2,9
19-09-2025,Maharashtra,Mumbai Suburban,400086,0,11
19-09-2025,Maharashtra,Mumbai Suburban,400087,0,2
19-09-2025,Maharashtra,Mumbai Suburban,400092,0,22
19-09-2025,Maharashtra,Mumbai Suburban,400097,2,30
19-09-2025,Maharashtra,Mumbai Suburban,400098,0,3
19-09-2025,Maharashtra,Mumbai Suburban,400099,2,3
19-09-2025,Maharashtra,Mumbai Suburban,400104,3,30
20-09-2025,Maharashtra,Mumbai Suburban,400055,2,13
20-09-2025,Maharashtra,Mumbai Suburban,400057,1,7
20-09-2025,Maharashtra,Mumbai Suburban,400059,1,21
20-09-2025,Maharashtra,Mumbai Suburban,400060,1,13
20-09-2025,Maharashtra,Mumbai Suburban,400061,1,10
20-09-2025,Maharashtra,Mumbai Suburban,400064,4,21
20-09-2025,Maharashtra,Mumbai Suburban,400072,10,38
20-09-2025,Maharashtra,Mumbai Suburban,400075,3,18
20-09-2025,Maharashtra,Mumbai Suburban,400077,1,10
13-10-2025,Maharashtra,Mumbai Suburban,400043,0,8
13-10-2025,Maharashtra,Mumbai Suburban,400051,0,1
13-10-2025,Maharashtra,Mumbai Suburban,400057,0,1
13-10-2025,Maharashtra,Mumbai Suburban,400066,0,7
13-10-2025,Maharashtra,Mumbai Suburban,400071,0,4
13-10-2025,Maharashtra,Mumbai Suburban,400088,0,4
13-10-2025,Maharashtra,Mumbai Suburban,400097,0,4
13-10-2025,Maharashtra,Mumbai Suburban,400103,0,2
15-10-2025,Maharashtra,Mumbai Suburban,400050,1,15
15-10-2025,Maharashtra,Mumbai Suburban,400056,2,6
15-10-2025,Maharashtra,Mumbai Suburban,400058,1,22
15-10-2025,Maharashtra,Mumbai Suburban,400065,1,17
15-10-2025,Maharashtra,Mumbai Suburban,400068,2,35
15-10-2025,Maharashtra,Mumbai Suburban,400086,2,25
15-10-2025,Maharashtra,Mumbai Suburban,400089,1,12
15-10-2025,Maharashtra,Mumbai Suburban,400101,4,49
16-10-2025,Maharashtra,Mumbai Suburban,400050,1,18
16-10-2025,Maharashtra,Mumbai Suburban,400053,2,23
16-10-2025,Maharashtra,Mumbai Suburban,400056,2,9
16-10-2025,Maharashtra,Mumbai Suburban,400068,8,71
16-10-2025,Maharashtra,Mumbai Suburban,400078,5,37
16-10-2025,Maharashtra,Mumbai Suburban,400081,3,17
16-10-2025,Maharashtra,Mumbai Suburban,400083,2,22
16-10-2025,Maharashtra,Mumbai Suburban,400084,0,7
16-10-2025,Maharashtra,Mumbai Suburban,400091,0,6
16-10-2025,Maharashtra,Mumbai Suburban,400097,2,52
16-10-2025,Maharashtra,Mumbai Suburban,400101,10,67
17-10-2025,Maharashtra,Mumbai Suburban,400053,1,12
17-10-2025,Maharashtra,Mumbai Suburban,400065,1,7
17-10-2025,Maharashtra,Mumbai Suburban,400076,0,5
17-10-2025,Maharashtra,Mumbai Suburban,400079,0,1
17-10-2025,Maharashtra,Mumbai Suburban,400081,1,7
17-10-2025,Maharashtra,Mumbai Suburban,400083,0,12
17-10-2025,Maharashtra,Mumbai Suburban,400091,3,5
17-10-2025,Maharashtra,Mumbai Suburban,400101,3,31
17-10-2025,Maharashtra,Mumbai Suburban,400104,1,34
12-11-2025,Maharashtra,Mumbai Suburban,400029,0,6
12-11-2025,Maharashtra,Mumbai Suburban,400049,0,4
12-11-2025,Maharashtra,Mumbai Suburban,400057,0,5
12-11-2025,Maharashtra,Mumbai Suburban,400058,1,22
12-11-2025,Maharashtra,Mumbai Suburban,400087,0,7
12-11-2025,Maharashtra,Mumbai Suburban,400101,4,57
13-11-2025,Maharashtra,Mumbai Suburban,400042,2,14
13-11-2025,Maharashtra,Mumbai Suburban,400059,5,28
13-11-2025,Maharashtra,Mumbai Suburban,400061,0,7
13-11-2025,Maharashtra,Mumbai Suburban,400066,4,28
13-11-2025,Maharashtra,Mumbai Suburban,400068,4,44
13-11-2025,Maharashtra,Mumbai Suburban,400070,7,28
13-11-2025,Maharashtra,Mumbai Suburban,400078,4,47
13-11-2025,Maharashtra,Mumbai Suburban,400091,0,5
13-11-2025,Maharashtra,Mumbai Suburban,400102,4,31
15-11-2025,Maharashtra,Mumbai Suburban,400051,1,14
15-11-2025,Maharashtra,Mumbai Suburban,400052,0,8
15-11-2025,Maharashtra,Mumbai Suburban,400070,6,20
15-11-2025,Maharashtra,Mumbai Suburban,400078,5,32
15-11-2025,Maharashtra,Mumbai Suburban,400082,0,4
15-11-2025,Maharashtra,Mumbai Suburban,400086,2,14
15-11-2025,Maharashtra,Mumbai Suburban,400094,1,7
15-11-2025,Maharashtra,Mumbai Suburban,400098,1,3
14-11-2025,Maharashtra,Mumbai Suburban,400042,4,17
14-11-2025,Maharashtra,Mumbai Suburban,400054,2,11
14-11-2025,Maharashtra,Mumbai Suburban,400058,4,34
14-11-2025,Maharashtra,Mumbai Suburban,400059,3,24
14-11-2025,Maharashtra,Mumbai Suburban,400060,1,25
14-11-2025,Maharashtra,Mumbai Suburban,400064,3,28
14-11-2025,Maharashtra,Mumbai Suburban,400075,1,7
14-11-2025,Maharashtra,Mumbai Suburban,400087,2,1
14-11-2025,Maharashtra,Mumbai Suburban,400091,3,12
14-11-2025,Maharashtra,Mumbai Suburban,400097,8,51
14-11-2025,Maharashtra,Mumbai Suburban,400098,0,3
16-11-2025,Maharashtra,Mumbai Suburban,400054,0,7
16-11-2025,Maharashtra,Mumbai Suburban,400057,1,12
16-11-2025,Maharashtra,Mumbai Suburban,400059,5,13
16-11-2025,Maharashtra,Mumbai Suburban,400060,1,11
16-11-2025,Maharashtra,Mumbai Suburban,400063,2,13
16-11-2025,Maharashtra,Mumbai Suburban,400064,1,14
16-11-2025,Maharashtra,Mumbai Suburban,400067,8,28
16-11-2025,Maharashtra,Mumbai Suburban,400068,4,45
16-11-2025,Maharashtra,Mumbai Suburban,400072,7,39
16-11-2025,Maharashtra,Mumbai Suburban,400074,3,23
16-11-2025,Maharashtra,Mumbai Suburban,400077,0,10
16-11-2025,Maharashtra,Mumbai Suburban,400095,3,42
16-11-2025,Maharashtra,Mumbai Suburban,400098,1,0
16-11-2025,Maharashtra,Mumbai Suburban,400101,3,38
16-11-2025,Maharashtra,Mumbai Suburban,400102,4,26
16-11-2025,Maharashtra,Mumbai Suburban,400103,0,6
17-11-2025,Maharashtra,Mumbai Suburban,400024,0,6
17-11-2025,Maharashtra,Mumbai Suburban,400055,3,19
17-11-2025,Maharashtra,Mumbai Suburban,400061,0,2
17-11-2025,Maharashtra,Mumbai Suburban,400065,1,14
17-11-2025,Maharashtra,Mumbai Suburban,400066,0,29
17-11-2025,Maharashtra,Mumbai Suburban,400070,4,42
17-11-2025,Maharashtra,Mumbai Suburban,400074,2,18
17-11-2025,Maharashtra,Mumbai Suburban,400086,4,23
17-11-2025,Maharashtra,Mumbai Suburban,400089,0,13
17-11-2025,Maharashtra,Mumbai Suburban,400093,1,16
17-11-2025,Maharashtra,Mumbai Suburban,400097,7,36
18-11-2025,Maharashtra,Mumbai Suburban,400051,2,19
18-11-2025,Maharashtra,Mumbai Suburban,400053,0,15
18-11-2025,Maharashtra,Mumbai Suburban,400067,7,29
18-11-2025,Maharashtra,Mumbai Suburban,400079,0,14
18-11-2025,Maharashtra,Mumbai Suburban,400084,1,8
18-11-2025,Maharashtra,Mumbai Suburban,400088,2,16
18-11-2025,Maharashtra,Mumbai Suburban,400089,1,7
18-11-2025,Maharashtra,Mumbai Suburban,400091,1,6
19-11-2025,Maharashtra,Mumbai Suburban,400042,0,10
19-11-2025,Maharashtra,Mumbai Suburban,400054,1,13
19-11-2025,Maharashtra,Mumbai Suburban,400069,0,8
19-11-2025,Maharashtra,Mumbai Suburban,400071,2,18
19-11-2025,Maharashtra,Mumbai Suburban,400077,0,12
19-11-2025,Maharashtra,Mumbai Suburban,400083,1,3
19-11-2025,Maharashtra,Mumbai Suburban,400094,1,5
02-12-2025,Maharashtra,Mumbai Suburban,400024,1,9
02-12-2025,Maharashtra,Mumbai Suburban,400051,2,22
02-12-2025,Maharashtra,Mumbai Suburban,400052,0,8
02-12-2025,Maharashtra,Mumbai Suburban,400056,2,8
02-12-2025,Maharashtra,Mumbai Suburban,400057,0,9
02-12-2025,Maharashtra,Mumbai Suburban,400059,4,26
02-12-2025,Maharashtra,Mumbai Suburban,400061,0,17
02-12-2025,Maharashtra,Mumbai Suburban,400063,0,15
02-12-2025,Maharashtra,Mumbai Suburban,400066,5,32
02-12-2025,Maharashtra,Mumbai Suburban,400070,9,61
02-12-2025,Maharashtra,Mumbai Suburban,400084,0,8
02-12-2025,Maharashtra,Mumbai Suburban,400095,9,45
01-12-2025,Maharashtra,Mumbai Suburban,400024,2,8
01-12-2025,Maharashtra,Mumbai Suburban,400052,1,6
01-12-2025,Maharashtra,Mumbai Suburban,400067,2,72
01-12-2025,Maharashtra,Mumbai Suburban,400071,3,26
01-12-2025,Maharashtra,Mumbai Suburban,400074,1,27
01-12-2025,Maharashtra,Mumbai Suburban,400076,3,10
01-12-2025,Maharashtra,Mumbai Suburban,400077,0,11
01-12-2025,Maharashtra,Mumbai Suburban,400079,2,14
01-12-2025,Maharashtra,Mumbai Suburban,400080,2,49
01-12-2025,Maharashtra,Mumbai Suburban,400081,0,19
01-12-2025,Maharashtra,Mumbai Suburban,400094,1,10
01-12-2025,Maharashtra,Mumbai Suburban,400098,0,5
01-12-2025,Maharashtra,Mumbai Suburban,400099,1,13
01-12-2025,Maharashtra,Mumbai Suburban,400102,7,51
01-12-2025,Maharashtra,Mumbai Suburban,400103,1,13
03-12-2025,Maharashtra,Mumbai Suburban,400059,5,26
03-12-2025,Maharashtra,Mumbai Suburban,400061,4,9
03-12-2025,Maharashtra,Mumbai Suburban,400067,9,75
03-12-2025,Maharashtra,Mumbai Suburban,400069,2,17
03-12-2025,Maharashtra,Mumbai Suburban,400074,3,33
03-12-2025,Maharashtra,Mumbai Suburban,400082,1,3
03-12-2025,Maharashtra,Mumbai Suburban,400087,1,8
03-12-2025,Maharashtra,Mumbai Suburban,400092,7,41
03-12-2025,Maharashtra,Mumbai Suburban,400096,0,1
03-12-2025,Maharashtra,Mumbai Suburban,400097,7,84
03-12-2025,Maharashtra,Mumbai Suburban,400104,4,45
04-12-2025,Maharashtra,Mumbai Suburban,400029,0,2
04-12-2025,Maharashtra,Mumbai Suburban,400043,8,75
04-12-2025,Maharashtra,Mumbai Suburban,400053,1,12
04-12-2025,Maharashtra,Mumbai Suburban,400054,2,18
04-12-2025,Maharashtra,Mumbai Suburban,400056,0,9
04-12-2025,Maharashtra,Mumbai Suburban,400079,1,10
04-12-2025,Maharashtra,Mumbai Suburban,400089,1,17
04-12-2025,Maharashtra,Mumbai Suburban,400095,4,43
04-12-2025,Maharashtra,Mumbai Suburban,400098,0,2
04-12-2025,Maharashtra,Mumbai Suburban,400099,1,14
04-12-2025,Maharashtra,Mumbai Suburban,400102,6,43
05-12-2025,Maharashtra,Mumbai Suburban,400029,0,6
05-12-2025,Maharashtra,Mumbai Suburban,400054,0,8
05-12-2025,Maharashtra,Mumbai Suburban,400055,4,22
05-12-2025,Maharashtra,Mumbai Suburban,400059,1,21
05-12-2025,Maharashtra,Mumbai Suburban,400064,1,21
05-12-2025,Maharashtra,Mumbai Suburban,400068,4,38
05-12-2025,Maharashtra,Mumbai Suburban,400070,7,44
05-12-2025,Maharashtra,Mumbai Suburban,400072,9,57
05-12-2025,Maharashtra,Mumbai Suburban,400074,1,21
05-12-2025,Maharashtra,Mumbai Suburban,400091,1,11
05-12-2025,Maharashtra,Mumbai Suburban,400102,5,37
05-12-2025,Maharashtra,Mumbai Suburban,400103,1,9
07-12-2025,Maharashtra,Mumbai Suburban,400055,1,9
07-12-2025,Maharashtra,Mumbai Suburban,400057,0,11
07-12-2025,Maharashtra,Mumbai Suburban,400061,6,13
07-12-2025,Maharashtra,Mumbai Suburban,400072,10,43
07-12-2025,Maharashtra,Mumbai Suburban,400074,6,21
07-12-2025,Maharashtra,Mumbai Suburban,400083,2,17
07-12-2025,Maharashtra,Mumbai Suburban,400086,1,26
07-12-2025,Maharashtra,Mumbai Suburban,400092,1,32
07-12-2025,Maharashtra,Mumbai Suburban,400097,11,49
07-12-2025,Maharashtra,Mumbai Suburban,400101,5,58
07-12-2025,Maharashtra,Mumbai Suburban,400104,3,41
06-12-2025,Maharashtra,Mumbai Suburban,400029,0,12
06-12-2025,Maharashtra,Mumbai Suburban,400049,1,7
06-12-2025,Maharashtra,Mumbai Suburban,400052,0,7
06-12-2025,Maharashtra,Mumbai Suburban,400053,1,25
06-12-2025,Maharashtra,Mumbai Suburban,400055,3,30
06-12-2025,Maharashtra,Mumbai Suburban,400067,4,60
06-12-2025,Maharashtra,Mumbai Suburban,400068,5,46
06-12-2025,Maharashtra,Mumbai Suburban,400069,0,13
06-12-2025,Maharashtra,Mumbai Suburban,400075,2,15
06-12-2025,Maharashtra,Mumbai Suburban,400077,1,11
06-12-2025,Maharashtra,Mumbai Suburban,400080,1,33
06-12-2025,Maharashtra,Mumbai Suburban,400087,0,1
06-12-2025,Maharashtra,Mumbai Suburban,400092,1,29
06-12-2025,Maharashtra,Mumbai Suburban,400093,1,20
06-12-2025,Maharashtra,Mumbai Suburban,400095,5,57
08-12-2025,Maharashtra,Mumbai Suburban,400042,0,12
08-12-2025,Maharashtra,Mumbai Suburban,400049,1,6
08-12-2025,Maharashtra,Mumbai Suburban,400053,5,39
08-12-2025,Maharashtra,Mumbai Suburban,400055,1,31
08-12-2025,Maharashtra,Mumbai Suburban,400057,1,10
08-12-2025,Maharashtra,Mumbai Suburban,400059,5,27
08-12-2025,Maharashtra,Mumbai Suburban,400060,3,24
08-12-2025,Maharashtra,Mumbai Suburban,400069,0,22
08-12-2025,Maharashtra,Mumbai Suburban,400081,3,17
08-12-2025,Maharashtra,Mumbai Suburban,400086,0,31
08-12-2025,Maharashtra,Mumbai Suburban,400088,8,35
08-12-2025,Maharashtra,Mumbai Suburban,400104,4,57
09-12-2025,Maharashtra,Mumbai Suburban,400024,0,7
09-12-2025,Maharashtra,Mumbai Suburban,400058,2,26
09-12-2025,Maharashtra,Mumbai Suburban,400066,5,27
09-12-2025,Maharashtra,Mumbai Suburban,400070,6,51
09-12-2025,Maharashtra,Mumbai Suburban,400075,4,31
09-12-2025,Maharashtra,Mumbai Suburban,400078,8,28
09-12-2025,Maharashtra,Mumbai Suburban,400079,2,13
09-12-2025,Maharashtra,Mumbai Suburban,400083,1,24
09-12-2025,Maharashtra,Mumbai Suburban,400087,0,1
09-12-2025,Maharashtra,Mumbai Suburban,400092,2,28
