date,state,district,pincode,bio_age_5_17,bio_age_17_
25-09-2025,Maharashtra,Mumbai Suburban,400104,32,15
07-10-2025,Maharashtra,Mumbai Suburban,400066,14,14
07-10-2025,Maharashtra,Mumbai Suburban,400069,11,7
07-10-2025,Maharashtra,Mumbai Suburban,400072,15,23
07-10-2025,Maharashtra,Mumbai Suburban,400074,14,11
07-10-2025,Maharashtra,Mumbai Suburban,400084,7,2
07-10-2025,Maharashtra,Mumbai Suburban,400103,4,1
06-10-2025,Maharashtra,Mumbai Suburban,400024,3,8
06-10-2025,Maharashtra,Mumbai Suburban,400042,7,3
06-10-2025,Maharashtra,Mumbai Suburban,400050,6,12
06-10-2025,Maharashtra,Mumbai Suburban,400055,20,17
06-10-2025,Maharashtra,Mumbai Suburban,400056,7,2
06-10-2025,Maharashtra,Mumbai Suburban,400060,11,21
06-10-2025,Maharashtra,Mumbai Suburban,400066,4,10
06-10-2025,Maharashtra,Mumbai Suburban,400071,8,14
06-10-2025,Maharashtra,Mumbai Suburban,400080,17,8
06-10-2025,Maharashtra,Mumbai Suburban,400083,9,22
28-09-2025,Maharashtra,Mumbai Suburban,400043,7,8
28-09-2025,Maharashtra,Mumbai Suburban,400057,1,0
28-09-2025,Maharashtra,Mumbai Suburban,400064,0,1
28-09-2025,Maharashtra,Mumbai Suburban,400066,2,0
28-09-2025,Maharashtra,Mumbai Suburban,400067,0,1
28-09-2025,Maharashtra,Mumbai Suburban,400069,1,0
28-09-2025,Maharashtra,Mumbai Suburban,400070,1,1
28-09-2025,Maharashtra,Mumbai Suburban,400071,1,0
28-09-2025,Maharashtra,Mumbai Suburban,400097,11,2
29-09-2025,Maharashtra,Mumbai Suburban,400051,30,18
29-09-2025,Maharashtra,Mumbai Suburban,400060,23,8
29-09-2025,Maharashtra,Mumbai Suburban,400066,6,6
29-09-2025,Maharashtra,Mumbai Suburban,400075,20,6
29-09-2025,Maharashtra,Mumbai Suburban,400077,16,3
29-09-2025,Maharashtra,Mumbai Suburban,400081,5,2
29-09-2025,Maharashtra,Mumbai Suburban,400094,2,1
29-09-2025,Maharashtra,Mumbai Suburban,400097,26,19
24-09-2025,Maharashtra,Mumbai Suburban,400029,1,3
24-09-2025,Maharashtra,Mumbai Suburban,400043,103,48
24-09-2025,Maharashtra,Mumbai Suburban,400050,7,4
24-09-2025,Maharashtra,Mumbai Suburban,400051,19,28
24-09-2025,Maharashtra,Mumbai Suburban,400053,5,7
24-09-2025,Maharashtra,Mumbai Suburban,400057,2,2
24-09-2025,Maharashtra,Mumbai Suburban,400063,10,11
24-09-2025,Maharashtra,Mumbai Suburban,400077,7,3
24-09-2025,Maharashtra,Mumbai Suburban,400078,52,17
24-09-2025,Maharashtra,Mumbai Suburban,400080,19,3
24-09-2025,Maharashtra,Mumbai Suburban,400082,1,0
24-09-2025,Maharashtra,Mumbai Suburban,400084,6,3
24-09-2025,Maharashtra,Mumbai Suburban,400089,4,4
24-09-2025,Maharashtra,Mumbai Suburban,400092,6,10
24-09-2025,Maharashtra,Mumbai Suburban,400093,18,13
24-09-2025,Maharashtra,Mumbai Suburban,400097,32,31
24-09-2025,Maharashtra,Mumbai Suburban,400099,3,5
24-09-2025,Maharashtra,Mumbai Suburban,400101,33,16
18-09-2025,Maharashtra,Mumbai Suburban,400060,17,21
18-09-2025,Maharashtra,Mumbai Suburban,400080,48,18
18-09-2025,Maharashtra,Mumbai Suburban,400082,13,2
18-09-2025,Maharashtra,Mumbai Suburban,400084,6,1
18-09-2025,Maharashtra,Mumbai Suburban,400086,59,9
18-09-2025,Maharashtra,Mumbai Suburban,400087,16,0
18-09-2025,Maharashtra,Mumbai Suburban,400091,5,0
18-09-2025,Maharashtra,Mumbai Suburban,400094,4,2
18-09-2025,Maharashtra,Mumbai Suburban,400102,37,9
18-09-2025,Maharashtra,Mumbai Suburban,400104,64,18
02-10-2025,Maharashtra,Mumbai Suburban,400050,10,5
02-10-2025,Maharashtra,Mumbai Suburban,400065,0,1
02-10-2025,Maharashtra,Mumbai Suburban,400072,1,0
02-10-2025,Maharashtra,Mumbai Suburban,400102,29,2
01-10-2025,Maharashtra,Mumbai Suburban,400024,3,3
01-10-2025,Maharashtra,Mumbai Suburban,400049,2,2
01-10-2025,Maharashtra,Mumbai Suburban,400050,7,4
01-10-2025,Maharashtra,Mumbai Suburban,400053,4,5
01-10-2025,Maharashtra,Mumbai Suburban,400054,6,4
01-10-2025,Maharashtra,Mumbai Suburban,400061,0,2
01-10-2025,Maharashtra,Mumbai Suburban,400072,22,21
01-10-2025,Maharashtra,Mumbai Suburban,400079,6,8
01-10-2025,Maharashtra,Mumbai Suburban,400082,1,1
01-10-2025,Maharashtra,Mumbai Suburban,400092,7,7
01-10-2025,Maharashtra,Mumbai Suburban,400093,11,11
01-10-2025,Maharashtra,Mumbai Suburban,400095,5,17
01-10-2025,Maharashtra,Mumbai Suburban,400099,3,1
01-10-2025,Maharashtra,Mumbai Suburban,400101,9,16
30-09-2025,Maharashtra,Mumbai Suburban,400024,2,7
30-09-2025,Maharashtra,Mumbai Suburban,400042,10,1
30-09-2025,Maharashtra,Mumbai Suburban,400060,11,17
30-09-2025,Maharashtra,Mumbai Suburban,400064,4,6
30-09-2025,Maharashtra,Mumbai Suburban,400069,8,3
30-09-2025,Maharashtra,Mumbai Suburban,400070,45,23
30-09-2025,Maharashtra,Mumbai Suburban,400072,31,12
30-09-2025,Maharashtra,Mumbai Suburban,400074,21,7
30-09-2025,Maharashtra,Mumbai Suburban,400077,9,6
30-09-2025,Maharashtra,Mumbai Suburban,400080,7,8
30-09-2025,Maharashtra,Mumbai Suburban,400083,14,16
30-09-2025,Maharashtra,Mumbai Suburban,400084,37,2
30-09-2025,Maharashtra,Mumbai Suburban,400086,35,6
30-09-2025,Maharashtra,Mumbai Suburban,400089,4,2
30-09-2025,Maharashtra,Mumbai Suburban,400095,14,24
30-09-2025,Maharashtra,Mumbai Suburban,400099,5,3
23-09-2025,Maharashtra,Mumbai Suburban,400024,7,3
23-09-2025,Maharashtra,Mumbai Suburban,400051,34,31
23-09-2025,Maharashtra,Mumbai Suburban,400056,12,0
23-09-2025,Maharashtra,Mumbai Suburban,400069,6,4
23-09-2025,Maharashtra,Mumbai Suburban,400074,14,11
23-09-2025,Maharashtra,Mumbai Suburban,400075,8,6
23-09-2025,Maharashtra,Mumbai Suburban,400079,27,1
23-09-2025,Maharashtra,Mumbai Suburban,400086,36,10
27-09-2025,Maharashtra,Mumbai Suburban,400050,10,4
27-09-2025,Maharashtra,Mumbai Suburban,400052,13,1
27-09-2025,Maharashtra,Mumbai Suburban,400055,18,2
27-09-2025,Maharashtra,Mumbai Suburban,400061,4,5
27-09-2025,Maharashtra,Mumbai Suburban,400065,12,6
27-09-2025,Maharashtra,Mumbai Suburban,400068,37,27
27-09-2025,Maharashtra,Mumbai Suburban,400074,12,8
27-09-2025,Maharashtra,Mumbai Suburban,400077,5,2
27-09-2025,Maharashtra,Mumbai Suburban,400089,10,5
27-09-2025,Maharashtra,Mumbai Suburban,400097,37,16
27-09-2025,Maharashtra,Mumbai Suburban,400103,5,0
19-09-2025,Maharashtra,Mumbai Suburban,400054,10,1
19-09-2025,Maharashtra,Mumbai Suburban,400065,17,13
19-09-2025,Maharashtra,Mumbai Suburban,400066,30,12
19-09-2025,Maharashtra,Mumbai Suburban,400068,30,12
19-09-2025,Maharashtra,Mumbai Suburban,400070,53,21
19-09-2025,Maharashtra,Mumbai Suburban,400079,21,5
19-09-2025,Maharashtra,Mumbai Suburban,400082,6,2
19-09-2025,Maharashtra,Mumbai Suburban,400093,13,11
19-09-2025,Maharashtra,Mumbai Suburban,400103,12,5
07-10-2025,Maharashtra,Mumbai Suburban,400087,0,5
27-11-2025,Maharashtra,Mumbai Suburban,400056,2,0
27-11-2025,Maharashtra,Mumbai Suburban,400060,39,11
27-11-2025,Maharashtra,Mumbai Suburban,400065,17,6
27-11-2025,Maharashtra,Mumbai Suburban,400067,24,21
27-11-2025,Maharashtra,Mumbai Suburban,400071,21,8
27-11-2025,Maharashtra,Mumbai Suburban,400072,79,29
27-11-2025,Maharashtra,Mumbai Suburban,400081,4,0
27-11-2025,Maharashtra,Mumbai Suburban,400092,18,12
27-11-2025,Maharashtra,Mumbai Suburban,400098,14,1
27-11-2025,Maharashtra,Mumbai Suburban,400099,7,5
24-09-2025,Maharashtra,Mumbai Suburban,400094,1,7
14-09-2025,Maharashtra,Mumbai Suburban,400054,0,5
14-09-2025,Maharashtra,Mumbai Suburban,400081,0,2
14-09-2025,Maharashtra,Mumbai Suburban,400103,1,5
06-12-2025,Maharashtra,Mumbai Suburban,400064,13,6
06-12-2025,Maharashtra,Mumbai Suburban,400070,27,17
06-12-2025,Maharashtra,Mumbai Suburban,400082,2,1
06-12-2025,Maharashtra,Mumbai Suburban,400099,1,1
06-12-2025,Maharashtra,Mumbai Suburban,400101,21,11
05-12-2025,Maharashtra,Mumbai Suburban,400042,5,7
05-12-2025,Maharashtra,Mumbai Suburban,400049,3,2
05-12-2025,Maharashtra,Mumbai Suburban,400050,19,11
05-12-2025,Maharashtra,Mumbai Suburban,400058,14,6
05-12-2025,Maharashtra,Mumbai Suburban,400071,19,18
05-12-2025,Maharashtra,Mumbai Suburban,400077,8,3
05-12-2025,Maharashtra,Mumbai Suburban,400082,1,2
05-12-2025,Maharashtra,Mumbai Suburban,400083,7,12
05-12-2025,Maharashtra,Mumbai Suburban,400089,10,5
05-12-2025,Maharashtra,Mumbai Suburban,400093,8,14
05-12-2025,Maharashtra,Mumbai Suburban,400094,2,5
05-12-2025,Maharashtra,Mumbai Suburban,400099,2,3
28-11-2025,Maharashtra,Mumbai Suburban,400049,2,0
28-11-2025,Maharashtra,Mumbai Suburban,400053,7,3
28-11-2025,Maharashtra,Mumbai Suburban,400061,14,6
28-11-2025,Maharashtra,Mumbai Suburban,400063,16,8
28-11-2025,Maharashtra,Mumbai Suburban,400066,13,10
28-11-2025,Maharashtra,Mumbai Suburban,400068,35,18
28-11-2025,Maharashtra,Mumbai Suburban,400070,78,35
28-11-2025,Maharashtra,Mumbai Suburban,400080,7,22
28-11-2025,Maharashtra,Mumbai Suburban,400095,27,13
28-11-2025,Maharashtra,Mumbai Suburban,400099,20,5
28-11-2025,Maharashtra,Mumbai Suburban,400101,25,21
28-11-2025,Maharashtra,Mumbai Suburban,400102,32,6
01-12-2025,Maharashtra,Mumbai Suburban,400092,10,13
01-12-2025,Maharashtra,Mumbai Suburban,400095,28,18
01-12-2025,Maharashtra,Mumbai Suburban,400101,14,10
01-12-2025,Maharashtra,Mumbai Suburban,400051,27,20
01-12-2025,Maharashtra,Mumbai Suburban,400056,5,2
01-12-2025,Maharashtra,Mumbai Suburban,400057,1,0
01-12-2025,Maharashtra,Mumbai Suburban,400061,3,4
01-12-2025,Maharashtra,Mumbai Suburban,400065,13,7
01-12-2025,Maharashtra,Mumbai Suburban,400075,5,5
01-12-2025,Maharashtra,Mumbai Suburban,400083,12,9
28-09-2025,Maharashtra,Mumbai Suburban,400054,0,7
28-09-2025,Maharashtra,Mumbai Suburban,400076,0,7
03-10-2025,Maharashtra,Mumbai Suburban,400087,1,4
02-10-2025,Maharashtra,Mumbai Suburban,400063,0,3
02-10-2025,Maharashtra,Mumbai Suburban,400078,0,8
02-10-2025,Maharashtra,Mumbai Suburban,400091,0,2
02-10-2025,Maharashtra,Mumbai Suburban,400092,0,7
25-09-2025,Maharashtra,Mumbai Suburban,400094,1,3
23-11-2025,Maharashtra,Mumbai Suburban,400053,2,0
23-11-2025,Maharashtra,Mumbai Suburban,400089,1,0
23-11-2025,Maharashtra,Mumbai Suburban,400095,0,1
23-11-2025,Maharashtra,Mumbai Suburban,400101,29,9
21-09-2025,Maharashtra,Mumbai Suburban,400042,0,6
21-09-2025,Maharashtra,Mumbai Suburban,400049,0,2
21-09-2025,Maharashtra,Mumbai Suburban,400053,0,5
21-09-2025,Maharashtra,Mumbai Suburban,400056,0,2
05-10-2025,Maharashtra,Mumbai Suburban,400066,1,16
05-10-2025,Maharashtra,Mumbai Suburban,400076,0,12
30-11-2025,Maharashtra,Mumbai Suburban,400051,1,1
30-11-2025,Maharashtra,Mumbai Suburban,400059,2,0
30-11-2025,Maharashtra,Mumbai Suburban,400064,0,1
30-11-2025,Maharashtra,Mumbai Suburban,400066,9,6
30-11-2025,Maharashtra,Mumbai Suburban,400068,0,2
30-11-2025,Maharashtra,Mumbai Suburban,400070,3,3
30-11-2025,Maharashtra,Mumbai Suburban,400079,10,6
30-11-2025,Maharashtra,Mumbai Suburban,400081,1,0
30-11-2025,Maharashtra,Mumbai Suburban,400086,0,2
30-11-2025,Maharashtra,Mumbai Suburban,400088,1,0
30-11-2025,Maharashtra,Mumbai Suburban,400101,16,29
29-11-2025,Maharashtra,Mumbai Suburban,400024,12,5
29-11-2025,Maharashtra,Mumbai Suburban,400052,4,4
29-11-2025,Maharashtra,Mumbai Suburban,400056,2,0
29-11-2025,Maharashtra,Mumbai Suburban,400061,6,5
29-11-2025,Maharashtra,Mumbai Suburban,400071,30,8
29-11-2025,Maharashtra,Mumbai Suburban,400072,33,17
29-11-2025,Maharashtra,Mumbai Suburban,400089,15,9
29-11-2025,Maharashtra,Mumbai Suburban,400103,6,5
19-11-2025,Maharashtra,Mumbai Suburban,400043,91,70
19-11-2025,Maharashtra,Mumbai Suburban,400051,39,23
19-11-2025,Maharashtra,Mumbai Suburban,400052,8,4
19-11-2025,Maharashtra,Mumbai Suburban,400060,7,8
19-11-2025,Maharashtra,Mumbai Suburban,400065,18,11
19-11-2025,Maharashtra,Mumbai Suburban,400070,96,27
19-11-2025,Maharashtra,Mumbai Suburban,400074,12,19
19-11-2025,Maharashtra,Mumbai Suburban,400078,48,13
19-11-2025,Maharashtra,Mumbai Suburban,400092,17,17
19-11-2025,Maharashtra,Mumbai Suburban,400101,33,34
24-08-2025,Maharashtra,Mumbai Suburban,400024,0,3
24-08-2025,Maharashtra,Mumbai Suburban,400055,0,1
24-08-2025,Maharashtra,Mumbai Suburban,400071,1,1
24-08-2025,Maharashtra,Mumbai Suburban,400091,1,2
17-11-2025,Maharashtra,Mumbai Suburban,400042,6,6
17-11-2025,Maharashtra,Mumbai Suburban,400051,28,21
17-11-2025,Maharashtra,Mumbai Suburban,400056,14,4
17-11-2025,Maharashtra,Mumbai Suburban,400063,19,3
17-11-2025,Maharashtra,Mumbai Suburban,400067,33,34
17-11-2025,Maharashtra,Mumbai Suburban,400071,20,8
17-11-2025,Maharashtra,Mumbai Suburban,400080,20,13
17-11-2025,Maharashtra,Mumbai Suburban,400081,4,3
17-11-2025,Maharashtra,Mumbai Suburban,400082,6,1
17-11-2025,Maharashtra,Mumbai Suburban,400083,16,18
17-11-2025,Maharashtra,Mumbai Suburban,400087,1,0
17-11-2025,Maharashtra,Mumbai Suburban,400088,14,20
17-11-2025,Maharashtra,Mumbai Suburban,400092,6,13
17-11-2025,Maharashtra,Mumbai Suburban,400098,2,7
17-11-2025,Maharashtra,Mumbai Suburban,400103,3,1
18-11-2025,Maharashtra,Mumbai Suburban,400024,4,9
18-11-2025,Maharashtra,Mumbai Suburban,400042,3,1
18-11-2025,Maharashtra,Mumbai Suburban,400052,8,4
18-11-2025,Maharashtra,Mumbai Suburban,400068,17,19
18-11-2025,Maharashtra,Mumbai Suburban,400070,70,16
18-11-2025,Maharashtra,Mumbai Suburban,400077,4,5
18-11-2025,Maharashtra,Mumbai Suburban,400082,3,0
18-11-2025,Maharashtra,Mumbai Suburban,400101,18,24
21-11-2025,Maharashtra,Mumbai Suburban,400064,8,10
21-11-2025,Maharashtra,Mumbai Suburban,400068,25,19
21-11-2025,Maharashtra,Mumbai Suburban,400072,53,13
21-11-2025,Maharashtra,Mumbai Suburban,400075,12,10
21-11-2025,Maharashtra,Mumbai Suburban,400081,14,4
21-11-2025,Maharashtra,Mumbai Suburban,400082,2,0
21-11-2025,Maharashtra,Mumbai Suburban,400099,14,4
21-11-2025,Maharashtra,Mumbai Suburban,400103,7,2
20-11-2025,Maharashtra,Mumbai Suburban,400042,7,4
20-11-2025,Maharashtra,Mumbai Suburban,400057,6,1
20-11-2025,Maharashtra,Mumbai Suburban,400060,20,8
20-11-2025,Maharashtra,Mumbai Suburban,400065,18,6
20-11-2025,Maharashtra,Mumbai Suburban,400067,64,41
20-11-2025,Maharashtra,Mumbai Suburban,400075,4,6
20-11-2025,Maharashtra,Mumbai Suburban,400079,30,4
20-11-2025,Maharashtra,Mumbai Suburban,400092,21,12
20-11-2025,Maharashtra,Mumbai Suburban,400094,2,0
20-11-2025,Maharashtra,Mumbai Suburban,400095,14,18
20-11-2025,Maharashtra,Mumbai Suburban,400096,1,0
20-11-2025,Maharashtra,Mumbai Suburban,400104,24,12
02-09-2025,Maharashtra,Mumbai Suburban,400082,2,0
31-08-2025,Maharashtra,Mumbai Suburban,400029,0,1
31-08-2025,Maharashtra,Mumbai Suburban,400049,0,1
31-08-2025,Maharashtra,Mumbai Suburban,400065,0,6
31-08-2025,Maharashtra,Mumbai Suburban,400092,1,5
17-08-2025,Maharashtra,Mumbai Suburban,400050,0,4
17-08-2025,Maharashtra,Mumbai Suburban,400064,1,1
17-08-2025,Maharashtra,Mumbai Suburban,400065,0,4
17-08-2025,Maharashtra,Mumbai Suburban,400087,1,1
17-08-2025,Maharashtra,Mumbai Suburban,400091,1,1
28-08-2025,Maharashtra,Mumbai Suburban,400103,1,4
20-08-2025,Maharashtra,Mumbai Suburban,400094,0,6
05-08-2025,Maharashtra,Mumbai Suburban,400098,0,7
06-08-2025,Maharashtra,Mumbai Suburban,400094,1,2
08-08-2025,Maharashtra,Mumbai Suburban,400099,3,8
24-11-2025,Maharashtra,Mumbai Suburban,400024,3,6
24-11-2025,Maharashtra,Mumbai Suburban,400043,77,48
24-11-2025,Maharashtra,Mumbai Suburban,400056,2,1
24-11-2025,Maharashtra,Mumbai Suburban,400059,16,10
24-11-2025,Maharashtra,Mumbai Suburban,400061,4,4
24-11-2025,Maharashtra,Mumbai Suburban,400064,8,8
24-11-2025,Maharashtra,Mumbai Suburban,400068,12,11
24-11-2025,Maharashtra,Mumbai Suburban,400078,22,24
24-11-2025,Maharashtra,Mumbai Suburban,400079,35,3
24-11-2025,Maharashtra,Mumbai Suburban,400081,5,3
24-11-2025,Maharashtra,Mumbai Suburban,400087,2,0
24-11-2025,Maharashtra,Mumbai Suburban,400099,1,3
26-11-2025,Maharashtra,Mumbai Suburban,400050,4,6
26-11-2025,Maharashtra,Mumbai Suburban,400054,1,1
26-11-2025,Maharashtra,Mumbai Suburban,400058,21,6
26-11-2025,Maharashtra,Mumbai Suburban,400064,15,4
26-11-2025,Maharashtra,Mumbai Suburban,400068,17,12
26-11-2025,Maharashtra,Mumbai Suburban,400076,2,2
26-11-2025,Maharashtra,Mumbai Suburban,400080,7,8
26-11-2025,Maharashtra,Mumbai Suburban,400091,2,9
26-11-2025,Maharashtra,Mumbai Suburban,400092,6,8
26-11-2025,Maharashtra,Mumbai Suburban,400093,42,8
26-11-2025,Maharashtra,Mumbai Suburban,400103,3,1
26-11-2025,Maharashtra,Mumbai Suburban,400104,17,22
09-09-2025,Maharashtra,Mumbai Suburban,400056,1,14
04-09-2025,Maharashtra,Mumbai Suburban,400094,2,1
08-09-2025,Maharashtra,Mumbai Suburban,400076,1,10
05-09-2025,Maharashtra,Mumbai Suburban,400074,2,9
25-11-2025,Maharashtra,Mumbai Suburban,400029,5,1
25-11-2025,Maharashtra,Mumbai Suburban,400059,9,10
25-11-2025,Maharashtra,Mumbai Suburban,400074,15,12
25-11-2025,Maharashtra,Mumbai Suburban,400075,13,8
25-11-2025,Maharashtra,Mumbai Suburban,400084,9,4
25-11-2025,Maharashtra,Mumbai Suburban,400093,34,11
25-11-2025,Maharashtra,Mumbai Suburban,400103,3,3
22-11-2025,Maharashtra,Mumbai Suburban,400024,5,6
22-11-2025,Maharashtra,Mumbai Suburban,400043,66,49
22-11-2025,Maharashtra,Mumbai Suburban,400049,2,0
22-11-2025,Maharashtra,Mumbai Suburban,400056,6,0
22-11-2025,Maharashtra,Mumbai Suburban,400074,19,17
22-11-2025,Maharashtra,Mumbai Suburban,400081,15,2
22-11-2025,Maharashtra,Mumbai Suburban,400086,18,16
22-11-2025,Maharashtra,Mumbai Suburban,400103,4,1
22-11-2025,Maharashtra,Mumbai Suburban,400104,32,12
07-09-2025,Maharashtra,Mumbai Suburban,400058,4,9
12-11-2025,Maharashtra,Mumbai Suburban,400024,3,11
12-11-2025,Maharashtra,Mumbai Suburban,400056,4,2
12-11-2025,Maharashtra,Mumbai Suburban,400063,9,14
12-11-2025,Maharashtra,Mumbai Suburban,400065,14,14
12-11-2025,Maharashtra,Mumbai Suburban,400067,24,28
12-11-2025,Maharashtra,Mumbai Suburban,400070,98,26
12-11-2025,Maharashtra,Mumbai Suburban,400071,15,10
12-11-2025,Maharashtra,Mumbai Suburban,400086,40,11
12-11-2025,Maharashtra,Mumbai Suburban,400091,2,3
12-11-2025,Maharashtra,Mumbai Suburban,400094,2,2
12-11-2025,Maharashtra,Mumbai Suburban,400097,32,30
12-11-2025,Maharashtra,Mumbai Suburban,400098,1,5
12-11-2025,Maharashtra,Mumbai Suburban,400103,6,6
13-11-2025,Maharashtra,Mumbai Suburban,400029,2,1
13-11-2025,Maharashtra,Mumbai Suburban,400052,5,5
13-11-2025,Maharashtra,Mumbai Suburban,400053,2,3
13-11-2025,Maharashtra,Mumbai Suburban,400060,47,10
13-11-2025,Maharashtra,Mumbai Suburban,400069,10,6
13-11-2025,Maharashtra,Mumbai Suburban,400071,12,19
13-11-2025,Maharashtra,Mumbai Suburban,400084,12,4
13-11-2025,Maharashtra,Mumbai Suburban,400097,50,24
13-11-2025,Maharashtra,Mumbai Suburban,400098,3,0
13-11-2025,Maharashtra,Mumbai Suburban,400103,2,3
13-11-2025,Maharashtra,Mumbai Suburban,400104,13,15
15-11-2025,Maharashtra,Mumbai Suburban,400029,7,0
15-11-2025,Maharashtra,Mumbai Suburban,400043,56,31
15-11-2025,Maharashtra,Mumbai Suburban,400059,25,5
15-11-2025,Maharashtra,Mumbai Suburban,400060,40,6
15-11-2025,Maharashtra,Mumbai Suburban,400069,13,4
15-11-2025,Maharashtra,Mumbai Suburban,400072,66,18
15-11-2025,Maharashtra,Mumbai Suburban,400087,2,2
15-11-2025,Maharashtra,Mumbai Suburban,400092,27,3
15-11-2025,Maharashtra,Mumbai Suburban,400099,3,2
15-11-2025,Maharashtra,Mumbai Suburban,400103,20,0
15-11-2025,Maharashtra,Mumbai Suburban,400104,15,9
14-11-2025,Maharashtra,Mumbai Suburban,400050,7,7
14-11-2025,Maharashtra,Mumbai Suburban,400051,29,15
14-11-2025,Maharashtra,Mumbai Suburban,400055,26,9
14-11-2025,Maharashtra,Mumbai Suburban,400066,12,10
14-11-2025,Maharashtra,Mumbai Suburban,400084,11,0
14-11-2025,Maharashtra,Mumbai Suburban,400086,35,9
14-11-2025,Maharashtra,Mumbai Suburban,400092,18,10
14-11-2025,Maharashtra,Mumbai Suburban,400094,1,0
10-08-2025,Maharashtra,Mumbai Suburban,400055,0,1
27-08-2025,Maharashtra,Mumbai Suburban,400050,1,4
27-08-2025,Maharashtra,Mumbai Suburban,400057,0,2
27-08-2025,Maharashtra,Mumbai Suburban,400059,0,11
27-08-2025,Maharashtra,Mumbai Suburban,400087,0,1
27-08-2025,Maharashtra,Mumbai Suburban,400101,1,5
27-08-2025,Maharashtra,Mumbai Suburban,400102,2,21
15-08-2025,Maharashtra,Mumbai Suburban,400050,0,5
15-08-2025,Maharashtra,Mumbai Suburban,400052,0,2
15-08-2025,Maharashtra,Mumbai Suburban,400071,0,2
15-08-2025,Maharashtra,Mumbai Suburban,400081,0,1
15-08-2025,Maharashtra,Mumbai Suburban,400084,0,1
15-08-2025,Maharashtra,Mumbai Suburban,400092,3,7
15-08-2025,Maharashtra,Mumbai Suburban,400101,1,7
16-11-2025,Maharashtra,Mumbai Suburban,400053,0,1
16-11-2025,Maharashtra,Mumbai Suburban,400055,2,1
16-11-2025,Maharashtra,Mumbai Suburban,400058,1,3
16-11-2025,Maharashtra,Mumbai Suburban,400065,2,0
16-11-2025,Maharashtra,Mumbai Suburban,400069,1,1
16-11-2025,Maharashtra,Mumbai Suburban,400071,1,0
16-11-2025,Maharashtra,Mumbai Suburban,400076,3,4
16-11-2025,Maharashtra,Mumbai Suburban,400083,1,2
16-11-2025,Maharashtra,Mumbai Suburban,400093,0,3
07-11-2025,Maharashtra,Mumbai Suburban,400051,22,20
07-11-2025,Maharashtra,Mumbai Suburban,400063,29,8
07-11-2025,Maharashtra,Mumbai Suburban,400064,10,8
07-11-2025,Maharashtra,Mumbai Suburban,400072,25,15
07-11-2025,Maharashtra,Mumbai Suburban,400077,6,6
07-11-2025,Maharashtra,Mumbai Suburban,400079,9,3
07-11-2025,Maharashtra,Mumbai Suburban,400080,22,14
07-11-2025,Maharashtra,Mumbai Suburban,400086,12,6
07-11-2025,Maharashtra,Mumbai Suburban,400088,8,16
07-11-2025,Maharashtra,Mumbai Suburban,400091,3,2
07-11-2025,Maharashtra,Mumbai Suburban,400094,0,3
07-11-2025,Maharashtra,Mumbai Suburban,400099,22,3
08-11-2025,Maharashtra,Mumbai Suburban,400042,8,6
08-11-2025,Maharashtra,Mumbai Suburban,400043,51,49
08-11-2025,Maharashtra,Mumbai Suburban,400051,22,1
08-11-2025,Maharashtra,Mumbai Suburban,400060,25,13
08-11-2025,Maharashtra,Mumbai Suburban,400069,11,9
08-11-2025,Maharashtra,Mumbai Suburban,400071,13,11
08-11-2025,Maharashtra,Mumbai Suburban,400075,6,2
08-11-2025,Maharashtra,Mumbai Suburban,400078,62,12
08-11-2025,Maharashtra,Mumbai Suburban,400084,24,5
08-11-2025,Maharashtra,Mumbai Suburban,400086,19,8
08-11-2025,Maharashtra,Mumbai Suburban,400089,13,7
08-11-2025,Maharashtra,Mumbai Suburban,400093,21,12
08-11-2025,Maharashtra,Mumbai Suburban,400097,41,19
08-11-2025,Maharashtra,Mumbai Suburban,400104,29,16
09-11-2025,Maharashtra,Mumbai Suburban,400042,2,1
09-11-2025,Maharashtra,Mumbai Suburban,400051,0,1
09-11-2025,Maharashtra,Mumbai Suburban,400080,2,0
09-11-2025,Maharashtra,Mumbai Suburban,400087,2,0
09-11-2025,Maharashtra,Mumbai Suburban,400093,1,4
09-11-2025,Maharashtra,Mumbai Suburban,400097,9,8
09-11-2025,Maharashtra,Mumbai Suburban,400104,1,0
10-11-2025,Maharashtra,Mumbai Suburban,400050,12,17
10-11-2025,Maharashtra,Mumbai Suburban,400063,14,5
10-11-2025,Maharashtra,Mumbai Suburban,400079,7,4
10-11-2025,Maharashtra,Mumbai Suburban,400083,21,18
10-11-2025,Maharashtra,Mumbai Suburban,400088,8,17
10-11-2025,Maharashtra,Mumbai Suburban,400091,3,6
11-11-2025,Maharashtra,Mumbai Suburban,400029,5,0
11-11-2025,Maharashtra,Mumbai Suburban,400049,0,6
11-11-2025,Maharashtra,Mumbai Suburban,400058,9,7
11-11-2025,Maharashtra,Mumbai Suburban,400061,5,3
11-11-2025,Maharashtra,Mumbai Suburban,400065,8,4
11-11-2025,Maharashtra,Mumbai Suburban,400068,15,23
11-11-2025,Maharashtra,Mumbai Suburban,400089,7,7
11-11-2025,Maharashtra,Mumbai Suburban,400094,2,2
11-11-2025,Maharashtra,Mumbai Suburban,400098,2,3
03-08-2025,Maharashtra,Mumbai Suburban,400049,0,3
03-08-2025,Maharashtra,Mumbai Suburban,400055,2,7
03-08-2025,Maharashtra,Mumbai Suburban,400061,0,6
03-08-2025,Maharashtra,Mumbai Suburban,400066,1,23
